ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Type_of_order,Type_of_vehicle,Time_taken(min),Distance_km,Traffic,Peak_Hour,Weather,Season,Normal_Hour_Preparation_Time,Peak_Hour_Preparation_Time,Food_Type
BC3C,BANGRES13DEL02,26,4.4,12.935662,77.61413,13.065662,77.74413,Drinks ,scooter ,60,20.182634488293992,High,Yes,Cloudy,Winter,17,22,Burger
4523,INDORES18DEL01,38,4.8,22.753839,75.897429,22.823839,75.967429,Buffet ,motorcycle ,55,10.586817607222669,High,Yes,Rain,Monsoon,9,19,Biryani
6805,SURRES06DEL01,37,4.7,21.185047,72.80859,21.225047,72.84859,Drinks ,scooter ,33,6.080918142449212,Medium,No,Clear,Summer,18,23,Pizza
D0A4,KNPRES08DEL03,25,4.7,0.0,0.0,0.09,0.09,Buffet ,scooter ,55,14.15280068944862,Medium,No,Cloudy,Winter,15,24,Pizza
F4E,HYDRES02DEL02,38,4.2,17.41233,78.449654,17.49233,78.529654,Meal ,motorcycle ,60,12.294124530423831,Medium,Yes,Rain,Monsoon,12,21,Burger
36A2,BANGRES01DEL02,35,4.6,12.933284,77.615428,12.953284,77.635428,Meal ,motorcycle ,33,3.1053699758611257,High,Yes,Clear,Summer,9,20,Pizza
B6A5,HYDRES010DEL01,33,4.8,17.428294,78.404423,17.468294,78.444423,Drinks ,scooter ,39,6.14712736591018,Medium,Yes,Cloudy,Winter,18,24,Pizza
3F8C,COIMBRES01DEL02,29,3.4,11.016298,76.972076,11.096298,77.052076,Drinks ,motorcycle ,60,12.46406630979387,High,Yes,Rain,Monsoon,18,27,Burger
199A,INDORES19DEL03,33,4.8,22.745536,75.893106,22.775536,75.923106,Meal ,scooter ,18,4.537640130462831,Low,No,Clear,Summer,16,24,Drinks
374F,BANGRES03DEL03,28,4.7,12.979166,77.640709,13.069166,77.730709,Drinks ,motorcycle ,56,13.971948960174704,Medium,No,Cloudy,Winter,10,16,Pizza
76EE,HYDRES13DEL02,27,4.5,17.431477,78.40035,17.511477,78.48035,Snack ,motorcycle ,60,12.293508819559433,High,Yes,Rain,Monsoon,11,16,Snacks
5D56,HYDRES19DEL02,22,4.0,17.458998,78.500366,17.538998,78.580366,Meal ,motorcycle ,49,12.29262273944321,Medium,Yes,Clear,Summer,8,13,Biryani
DCD,CHENRES07DEL03,29,4.6,13.081878,80.248519,13.171878,80.338519,Drinks ,electric_scooter ,50,13.969116967729818,Low,No,Cloudy,Winter,8,14,Burger
43F9,COIMBRES07DEL03,36,4.7,10.96185,76.971082,11.02185,77.031082,Meal ,motorcycle ,41,9.349055143285232,Low,No,Rain,Monsoon,15,23,Pizza
1D24,INDORES01DEL03,37,4.7,22.695207,75.866059,22.785207,75.956059,Buffet ,motorcycle ,52,13.613850325840245,Medium,No,Clear,Summer,11,16,Burger
BF2A,AURGRES17DEL01,29,4.6,19.876994,75.372353,19.886994,75.382353,Buffet ,motorcycle ,14,1.526387968983525,Low,No,Cloudy,Winter,14,21,Biryani
7F25,INDORES20DEL03,21,4.8,22.732225,75.874765,22.822225,75.964765,Snack ,motorcycle ,58,13.612154686696034,Medium,No,Rain,Monsoon,14,26,Burger
9FD5,BANGRES19DEL01,24,4.8,12.914264,77.6784,12.984264,77.7484,Meal ,electric_scooter ,41,10.868667520702909,Medium,No,Clear,Summer,16,28,Biryani
C4BC,GOARES07DEL03,23,4.9,15.561295,73.749478,15.591295,73.779478,Buffet ,scooter ,23,4.631781459847333,Medium,No,Cloudy,Winter,10,22,Drinks
520C,PUNERES11DEL02,24,4.9,18.533811,73.899315,18.663811,74.029315,Snack ,motorcycle ,60,19.9162748997968,Low,No,Rain,Monsoon,8,18,Biryani
28ED,CHENRES01DEL01,22,4.9,13.005801,80.250744,13.015801,80.260744,Snack ,motorcycle ,12,1.552479637305569,Low,No,Clear,Summer,12,21,Burger
684,JAPRES05DEL02,29,4.6,26.905287,75.794592,26.925287,75.814592,Meal ,electric_scooter ,19,2.979598701342017,Low,No,Cloudy,Winter,14,23,Pizza
5681,MYSRES16DEL01,20,5.0,12.316967,76.603067,12.326967,76.613067,Snack ,scooter ,16,1.5545266759914365,Low,No,Rain,Monsoon,11,19,Burger
DFB8,ALHRES07DEL03,32,4.6,25.449659,81.839744,25.509659,81.899744,Meal ,motorcycle ,37,8.98807868985127,Medium,No,Clear,Summer,17,28,Biryani
5D33,BANGRES010DEL01,31,4.3,12.933298,77.614293,13.043298,77.724293,Snack ,motorcycle ,60,17.07802860149049,High,Yes,Cloudy,Winter,14,23,Pizza
D046,KOLRES09DEL01,32,5.0,22.515082,88.36783,22.555082,88.40783,Drinks ,motorcycle ,36,6.054757424280501,Medium,Yes,Rain,Monsoon,15,23,Drinks
D811,DEHRES17DEL01,37,5.0,30.327968,78.046106,30.337968,78.056106,Snack ,motorcycle ,15,1.4688468549789202,Low,No,Clear,Summer,16,21,Pizza
FBD,MYSRES11DEL02,20,4.8,12.323225,76.630028,12.453225,76.760028,Drinks ,motorcycle ,60,20.20634489518972,Low,No,Cloudy,Winter,17,22,Biryani
5CA4,JAPRES20DEL02,38,4.3,26.956431,75.776649,27.006431,75.826649,Meal ,scooter ,45,7.447061074885476,Medium,Yes,Rain,Monsoon,13,21,Snacks
8324,COIMBRES06DEL01,27,4.0,11.021278,76.995017,11.131278,77.105017,Meal ,scooter ,60,17.13751702264012,Medium,Yes,Clear,Summer,14,25,Snacks
A327,SURRES010DEL01,36,4.5,21.17106,72.789292,21.21106,72.829292,Drinks ,motorcycle ,29,6.081185877714354,Medium,No,Cloudy,Winter,9,15,Biryani
3347,INDORES09DEL01,25,4.7,22.725835,75.887648,22.735835,75.897648,Snack ,scooter ,21,1.5126978119723455,Low,No,Rain,Monsoon,12,22,Burger
A12F,INDORES14DEL02,35,4.8,22.761593,75.886362,22.811593,75.936362,Drinks ,motorcycle ,45,7.56206997216252,High,Yes,Clear,Summer,17,24,Pizza
573C,CHENRES06DEL02,30,4.8,13.054347,80.257221,13.104347,80.307221,Drinks ,electric_scooter ,34,7.761350404897176,Low,No,Cloudy,Winter,16,23,Pizza
15D6,PUNERES20DEL03,26,4.9,18.592718,73.773572,18.652718,73.833572,Drinks ,scooter ,47,9.191516816253756,Medium,No,Rain,Monsoon,11,22,Burger
7116,COIMBRES12DEL03,38,5.0,11.000762,76.981876,11.060762,77.041876,Drinks ,scooter ,38,9.348448896832888,Medium,No,Clear,Summer,15,22,Burger
36FE,CHENRES04DEL02,35,4.8,13.02978,80.208812,13.07978,80.258812,Snack ,scooter ,40,7.761726486394692,Medium,No,Cloudy,Winter,14,23,Pizza
C8D3,KNPRES16DEL03,28,4.9,26.482581,80.315628,26.622581,80.455628,Snack ,scooter ,60,20.88671629855536,Medium,No,Rain,Monsoon,18,26,Drinks
BB41,BANGRES20DEL03,24,4.1,12.972161,77.596014,13.032161,77.656014,Buffet ,motorcycle ,39,9.315035594044328,Medium,No,Clear,Summer,16,22,Drinks
2E+67,INDORES07DEL01,32,4.6,22.722634,75.886959,22.792634,75.956959,Drinks ,motorcycle ,43,10.587929946826758,Medium,No,Cloudy,Winter,8,15,Meals
2CCC,MUMRES12DEL03,34,4.7,19.207222,72.972281,19.267222,73.032281,Snack ,motorcycle ,43,9.17556515700711,Medium,No,Rain,Monsoon,12,24,Biryani
A9B2,INDORES01DEL01,21,4.7,22.695207,75.866059,22.765207,75.936059,Meal ,motorcycle ,44,10.588906536688036,Medium,No,Clear,Summer,9,19,Pizza
7603,COIMBRES09DEL01,30,4.1,11.008638,76.984311,11.078638,77.054311,Meal ,motorcycle ,55,10.90628903651009,High,Yes,Cloudy,Winter,12,23,Drinks
851F,SURRES02DEL01,32,4.8,21.186608,72.794136,21.226608,72.834136,Drinks ,motorcycle ,49,6.080888252609413,High,Yes,Rain,Monsoon,16,24,Pizza
74BA,COIMBRES14DEL01,33,3.9,11.003681,76.975525,11.073681,77.045525,Drinks ,scooter ,53,10.90637937446933,High,Yes,Clear,Summer,11,22,Drinks
76FA,SURRES17DEL01,35,4.9,21.149569,72.772697,21.189569,72.812697,Snack ,motorcycle ,31,6.081596950436747,Medium,No,Cloudy,Winter,15,27,Meals
3845,COIMBRES14DEL03,30,4.8,11.003681,76.975525,11.063681,77.035525,Snack ,motorcycle ,42,9.34840333533469,Low,No,Rain,Monsoon,14,23,Pizza
3210,PUNERES03DEL03,39,4.5,18.554382,73.798206,18.614382,73.858206,Drinks ,scooter ,35,9.192496429758704,Medium,No,Clear,Summer,18,29,Meals
7DD6,RANCHIRES05DEL03,33,4.8,23.355164,85.324097,23.385164,85.354097,Drinks ,motorcycle ,33,4.52822500931378,High,Yes,Cloudy,Winter,14,25,Meals
D248,BHPRES01DEL02,26,4.5,23.211529,77.419399,23.261529,77.469399,Drinks ,motorcycle ,40,7.550511557032623,Medium,No,Rain,Monsoon,8,15,Drinks
6630,JAPRES12DEL02,21,4.7,26.902908,75.792934,26.922908,75.812934,Meal ,motorcycle ,13,2.9796265189930105,Low,No,Clear,Summer,12,24,Biryani
3.5E+08,RANCHIRES06DEL03,20,4.6,23.357804,85.325146,23.447804,85.415146,Meal ,scooter ,49,13.5831438666947,Low,No,Cloudy,Winter,9,19,Pizza
6515,RANCHIRES09DEL01,37,4.0,23.351058,85.325731,23.461058,85.435731,Buffet ,motorcycle ,60,16.601433047700773,High,Yes,Rain,Monsoon,8,17,Meals
4511,HYDRES11DEL01,26,4.9,17.430448,78.418213,17.540448,78.528213,Meal ,electric_scooter ,51,16.902955539488524,Low,No,Clear,Summer,17,25,Drinks
250F,HYDRES07DEL03,22,4.5,17.424114,78.347554,17.484114,78.407554,Drinks ,motorcycle ,37,9.220550607824642,Medium,No,Cloudy,Winter,15,27,Meals
7D48,PUNERES12DEL02,28,4.9,18.520016,73.830547,18.600016,73.910547,Snack ,scooter ,57,12.257490517738724,Medium,Yes,Rain,Monsoon,10,18,Drinks
DA9,COIMBRES15DEL01,37,3.5,11.006686,76.951736,11.076686,77.021736,Buffet ,scooter ,55,10.906324615073943,High,Yes,Clear,Summer,8,20,Drinks
4.4E+03,INDORES09DEL01,21,4.3,22.725835,75.887648,22.735835,75.897648,Snack ,motorcycle ,11,1.5126978119723455,Low,No,Cloudy,Winter,16,24,Meals
B16E,JAPRES16DEL03,30,4.8,26.849596,75.800512,26.879596,75.830512,Buffet ,scooter ,28,4.47028648943395,Medium,No,Rain,Monsoon,10,15,Meals
252E,RANCHIRES18DEL02,34,4.2,23.351489,85.324253,23.431489,85.404253,Meal ,scooter ,51,12.074377562048715,Medium,Yes,Clear,Summer,16,27,Snacks
C326,GOARES17DEL02,30,4.3,15.496162,73.825364,15.576162,73.905364,Snack ,motorcycle ,60,12.352576040470096,High,Yes,Cloudy,Winter,10,20,Burger
1007,MYSRES15DEL03,21,4.9,12.352058,76.60665,12.412058,76.66665,Drinks ,motorcycle ,38,9.326113870790188,Low,No,Rain,Monsoon,15,22,Drinks
5EB5,VADRES09DEL03,35,4.0,0.0,0.0,0.09,0.09,Meal ,motorcycle ,60,14.15280068944862,High,Yes,Clear,Summer,8,17,Burger
D8B8,KOCRES20DEL02,20,4.5,9.979186,76.317361,10.109186,76.447361,Meal ,scooter ,60,20.28688210987924,Medium,No,Cloudy,Winter,10,22,Pizza
33C8,HYDRES03DEL01,28,4.7,17.422819,78.449578,17.532819,78.559578,Buffet ,scooter ,60,16.90329321306572,Medium,No,Rain,Monsoon,13,18,Meals
9C5F,BANGRES09DEL02,32,4.2,12.934179,77.615797,13.064179,77.745797,Buffet ,motorcycle ,60,20.18269322461172,High,Yes,Clear,Summer,15,23,Biryani
76C,RANCHIRES11DEL01,29,4.6,23.359194,85.325447,23.469194,85.435447,Snack ,scooter ,60,16.600966466271768,Medium,No,Cloudy,Winter,12,19,Pizza
2655,BANGRES17DEL02,35,4.8,12.972532,77.608179,12.992532,77.628179,Snack ,motorcycle ,21,3.10513147754577,Low,No,Rain,Monsoon,8,18,Burger
9FD8,RANCHIRES05DEL01,26,4.8,23.355164,85.324097,23.365164,85.334097,Snack ,motorcycle ,11,1.50946039783608,Low,No,Clear,Summer,15,22,Meals
B06C,RANCHIRES04DEL03,21,4.8,23.359033,85.325347,23.419033,85.385347,Meal ,scooter ,41,9.055860194305817,Medium,No,Cloudy,Winter,8,13,Pizza
6F86,JAPRES20DEL02,32,5.0,26.956431,75.776649,27.006431,75.826649,Snack ,motorcycle ,52,7.447061074885476,High,Yes,Rain,Monsoon,9,15,Pizza
6709,JAPRES20DEL02,22,4.4,26.956431,75.776649,27.086431,75.906649,Snack ,scooter ,60,19.359307695551315,High,Yes,Clear,Summer,14,26,Drinks
40A3,PUNERES20DEL02,27,4.2,18.592718,73.773572,18.612718,73.793572,Meal ,motorcycle ,32,3.06400945550929,High,Yes,Cloudy,Winter,10,18,Snacks
43F2,PUNERES16DEL03,23,4.9,18.536718,73.830327,18.626718,73.920327,Drinks ,motorcycle ,57,13.788846116844857,Medium,No,Rain,Monsoon,12,17,Burger
E08D,DEHRES010DEL03,37,4.9,30.328174,78.049117,30.468174,78.189117,Buffet ,motorcycle ,60,20.55800038818809,High,Yes,Clear,Summer,14,19,Biryani
4B07,VADRES09DEL03,33,4.6,0.0,0.0,0.09,0.09,Snack ,scooter ,60,14.15280068944862,High,Yes,Cloudy,Winter,10,18,Meals
DB78,KOLRES010DEL02,36,4.8,22.538999,88.322337,22.668999,88.452337,Buffet ,electric_scooter ,60,19.673431422538805,Medium,No,Rain,Monsoon,15,27,Drinks
99DA,SURRES03DEL02,24,4.8,21.186884,72.793616,21.236884,72.843616,Buffet ,motorcycle ,33,7.600983953739471,Medium,No,Clear,Summer,11,21,Biryani
6F59,INDORES010DEL01,34,3.5,22.75004,75.902847,22.82004,75.972847,Buffet ,scooter ,50,10.58695309692167,Medium,Yes,Cloudy,Winter,16,27,Meals
D692,LUDHRES05DEL03,37,4.7,30.905562,75.832841,30.995562,75.922841,Drinks ,motorcycle ,57,13.183763612802506,Medium,No,Rain,Monsoon,15,21,Pizza
5CB9,INDORES010DEL03,28,4.5,22.75004,75.902847,22.81004,75.962847,Snack ,motorcycle ,41,9.074684164326705,Medium,No,Clear,Summer,11,23,Burger
1C7C,RANCHIRES09DEL03,29,4.9,23.351058,85.325731,23.381058,85.355731,Drinks ,motorcycle ,24,4.528289130579362,Medium,No,Cloudy,Winter,11,17,Meals
118A,VADRES13DEL02,34,4.6,22.310237,73.158921,22.360237,73.208921,Buffet ,electric_scooter ,42,7.573470125639261,Medium,Yes,Rain,Monsoon,12,19,Drinks
3A23,RANCHIRES19DEL03,33,4.5,23.333017,85.3172,23.363017,85.3472,Buffet ,motorcycle ,24,4.528570754218039,Medium,No,Clear,Summer,15,21,Meals
7662,MYSRES06DEL02,35,4.8,12.323994,76.626167,12.453994,76.756167,Drinks ,motorcycle ,60,20.206315811339,High,Yes,Cloudy,Winter,17,27,Snacks
ABB9,JAPRES19DEL01,26,4.8,26.913726,75.75282,26.953726,75.792821,Drinks ,motorcycle ,27,5.958831946914483,Low,No,Rain,Monsoon,11,20,Biryani
5507,COIMBRES08DEL01,34,4.2,11.001852,76.976268,11.071852,77.046268,Meal ,electric_scooter ,50,10.906412696832447,High,Yes,Clear,Summer,10,15,Meals
8135,INDORES12DEL03,30,4.9,22.74806,75.8934,22.80806,75.9534,Meal ,scooter ,36,9.074744674240508,Low,No,Cloudy,Winter,14,20,Pizza
3BA0,COIMBRES13DEL02,32,4.7,11.003669,76.976494,11.053669,77.026494,Meal ,scooter ,37,7.790401360105807,Low,No,Rain,Monsoon,10,21,Pizza
51DD,INDORES05DEL01,28,4.9,22.727021,75.884167,22.767021,75.924167,Meal ,electric_scooter ,20,6.0504618880756365,Low,No,Clear,Summer,14,23,Meals
22B5,BANGRES15DEL02,25,4.6,12.975377,77.696664,13.025377,77.746664,Buffet ,motorcycle ,35,7.762556904358387,Low,No,Cloudy,Winter,12,17,Pizza
A5A,INDORES20DEL01,27,4.6,22.732225,75.874765,22.802225,75.944765,Buffet ,motorcycle ,47,10.587588203123202,Medium,No,Rain,Monsoon,15,23,Biryani
46B7,INDORES17DEL02,24,4.9,22.761226,75.887522,22.891226,76.017522,Snack ,electric_scooter ,60,19.658752171965087,Medium,No,Clear,Summer,8,18,Snacks
474,CHENRES15DEL03,15,1.0,13.026286,80.275235,13.056286,80.305235,Drinks ,bicycle ,33,4.657159718108008,Medium,No,Cloudy,Winter,13,18,Drinks
2B5B,MUMRES02DEL01,31,4.6,19.221315,72.862381,19.291315,72.932381,Buffet ,electric_scooter ,46,10.704238934519108,Medium,No,Rain,Monsoon,16,28,Biryani
6A63,INDORES11DEL02,20,4.9,22.751234,75.88949,22.801234,75.93949,Buffet ,scooter ,31,7.562333809640503,Medium,No,Clear,Summer,18,24,Drinks
D4CF,GOARES07DEL03,32,4.9,15.561295,73.749478,15.621295,73.809478,Buffet ,motorcycle ,32,9.263237193071491,Low,No,Cloudy,Winter,15,21,Biryani
A2D7,COIMBRES15DEL02,32,4.1,11.006686,76.951736,11.086686,77.031736,Buffet ,scooter ,60,12.464266688013891,High,Yes,Rain,Monsoon,9,21,Pizza
7FD9,MUMRES15DEL01,23,5.0,19.176269,72.836721,19.246269,72.906721,Buffet ,motorcycle ,34,10.70562290349702,Low,No,Clear,Summer,8,16,Drinks
7B6D,CHENRES010DEL03,28,4.8,13.066762,80.251865,13.156762,80.341865,Drinks ,motorcycle ,49,13.9695350822038,Low,No,Cloudy,Winter,10,21,Pizza
C68E,ALHRES03DEL01,22,4.7,25.451517,81.832616,25.461517,81.842616,Buffet ,scooter ,17,1.498142588598348,Low,No,Rain,Monsoon,12,24,Drinks
D0AE,KOLRES18DEL02,27,5.0,22.569367,88.433187,22.699367,88.563187,Drinks ,motorcycle ,60,19.6714327256756,Medium,No,Clear,Summer,14,19,Biryani
8E+15,HYDRES05DEL02,35,4.9,17.433809,78.386744,17.483809,78.436744,Snack ,electric_scooter ,37,7.683697910285141,Medium,No,Cloudy,Winter,13,21,Pizza
E1A4,BHPRES16DEL01,33,4.0,23.264015,77.408236,23.304015,77.448236,Snack ,scooter ,39,6.0394244229246015,Medium,Yes,Rain,Monsoon,18,25,Meals
3997,PUNERES07DEL01,33,4.5,18.546947,73.900626,18.616947,73.970626,Snack ,motorcycle ,46,10.724651568075062,Medium,No,Clear,Summer,10,21,Burger
A15D,COIMBRES09DEL03,37,4.0,11.008638,76.984311,11.038638,77.014311,Snack ,scooter ,32,4.674280112157594,Medium,Yes,Cloudy,Winter,18,27,Meals
AD0,CHENRES07DEL03,38,5.0,13.081878,80.248519,13.141878,80.308519,Drinks ,scooter ,40,9.31302156464039,Low,No,Rain,Monsoon,17,26,Burger
B3BA,COIMBRES16DEL02,28,5.0,11.010375,76.95295,11.090375,77.03295,Meal ,electric_scooter ,47,12.46418980459395,Medium,No,Clear,Summer,17,27,Snacks
D33C,KOCRES16DEL01,37,4.0,10.003064,76.307589,10.073064,76.377589,Drinks ,motorcycle ,53,10.92380841341895,Medium,Yes,Cloudy,Winter,8,13,Snacks
4B8C,MUMRES20DEL01,37,4.6,19.103249,72.846749,19.113249,72.856749,Meal ,scooter ,18,1.529825358632522,Low,No,Rain,Monsoon,15,24,Burger
6A84,MUMRES07DEL02,36,4.7,19.091458,72.827808,19.141458,72.877808,Drinks ,scooter ,33,7.64894750775558,Medium,No,Clear,Summer,8,19,Snacks
DDBC,BHPRES08DEL02,31,4.1,23.232537,77.429845,23.312537,77.509845,Drinks ,motorcycle ,57,12.079324698379788,High,Yes,Cloudy,Winter,8,14,Meals
448C,BANGRES010DEL01,39,4.6,12.933298,77.614293,13.003298,77.684293,Meal ,scooter ,47,10.86826282011045,Medium,No,Rain,Monsoon,11,19,Snacks
6EE6,INDORES19DEL01,30,4.7,22.745536,75.893106,22.855536,76.003106,Snack ,motorcycle ,60,16.635770753608117,High,Yes,Clear,Summer,14,23,Drinks
66D7,PUNERES04DEL03,28,4.8,18.51421,73.838429,18.60421,73.928429,Snack ,motorcycle ,54,13.789707457541455,Medium,No,Cloudy,Winter,14,19,Burger
BB4A,INDORES02DEL03,35,4.6,22.651847,75.881991,22.741847,75.971991,Snack ,scooter ,55,13.615833459010936,Medium,No,Rain,Monsoon,14,21,Drinks
BFEB,KOCRES12DEL01,29,4.3,9.988483,76.295211,9.998483,76.305211,Meal ,motorcycle ,25,1.560649692363443,High,Yes,Clear,Summer,15,27,Snacks
88D6,HYDRES06DEL01,26,4.5,17.455894,78.375467,17.495894,78.415467,Buffet ,electric_scooter ,25,6.146683594472918,Low,No,Cloudy,Winter,10,21,Drinks
B57C,JAPRES08DEL01,21,4.8,26.910262,75.783013,26.950262,75.823013,Drinks ,motorcycle ,34,5.958847028253512,Medium,No,Rain,Monsoon,15,22,Drinks
9D22,COIMBRES11DEL03,34,4.8,11.001753,76.986241,11.061753,77.046241,Buffet ,motorcycle ,41,9.34843343001985,Medium,Yes,Clear,Summer,17,24,Biryani
76FB,SURRES11DEL01,34,4.6,21.157735,72.768778,21.267735,72.878778,Snack ,scooter ,60,16.722118375772798,High,Yes,Cloudy,Winter,16,23,Drinks
ABF2,COIMBRES15DEL02,23,4.8,11.006686,76.951736,11.056686,77.001736,Snack ,motorcycle ,39,7.790362124533636,Medium,No,Rain,Monsoon,15,23,Drinks
6FF2,JAPRES15DEL02,24,4.6,26.891191,75.802083,26.911191,75.822083,Snack ,motorcycle ,15,2.979763497462095,Low,No,Clear,Summer,18,25,Snacks
6D96,SURRES15DEL03,30,4.2,21.160522,72.771477,21.220522,72.831477,Buffet ,motorcycle ,49,9.121794088989688,Medium,Yes,Cloudy,Winter,11,23,Burger
3F84,HYDRES02DEL02,36,4.9,17.41233,78.449654,17.43233,78.469654,Buffet ,scooter ,26,3.0737721530635134,Medium,No,Rain,Monsoon,9,19,Meals
993C,INDORES06DEL03,36,4.5,22.728163,75.884212,22.788163,75.944212,Snack ,scooter ,37,9.075352487619298,Low,No,Clear,Summer,18,24,Pizza
60C3,BANGRES07DEL01,20,4.6,12.978453,77.643685,13.048453,77.713685,Snack ,motorcycle ,44,10.867300462045636,Medium,No,Cloudy,Winter,9,21,Drinks
7E+36,SURRES15DEL03,33,4.7,21.160522,72.771477,21.250522,72.861477,Snack ,scooter ,56,13.682044526080338,Medium,No,Rain,Monsoon,9,15,Burger
19BC,PUNERES09DEL03,39,4.9,18.536562,73.896485,18.626562,73.986485,Buffet ,electric_scooter ,46,13.788852089944204,Low,No,Clear,Summer,8,20,Snacks
C5E6,ALHRES16DEL01,21,4.9,25.450377,81.834236,25.520377,81.904236,Meal ,motorcycle ,55,10.48586771732872,High,Yes,Cloudy,Winter,18,25,Pizza
69B4,BANGRES19DEL03,39,5.0,12.914264,77.6784,12.974264,77.7384,Drinks ,scooter ,50,9.316091864518503,Medium,Yes,Rain,Monsoon,11,19,Burger
38DA,PUNERES19DEL01,32,4.2,18.563934,73.915367,18.673935,74.025367,Snack ,scooter ,60,16.851371030914677,High,Yes,Clear,Summer,12,17,Meals
1F6F,BANGRES010DEL02,31,4.6,12.933298,77.614293,13.063298,77.744293,Snack ,motorcycle ,60,20.182728114833115,Low,No,Cloudy,Winter,15,24,Drinks
D80A,AGRRES12DEL03,30,4.6,27.165108,78.015053,27.225108,78.075053,Snack ,motorcycle ,47,8.928939271551036,Medium,No,Rain,Monsoon,10,19,Pizza
D7D6,GOARES01DEL02,27,4.8,15.576683,73.75575,15.626683,73.80575,Snack ,motorcycle ,27,7.71917638674241,Low,No,Clear,Summer,10,21,Drinks
94B0,INDORES01DEL01,36,4.8,22.695207,75.866059,22.705207,75.876059,Drinks ,scooter ,26,1.5128534404979816,High,Yes,Cloudy,Winter,13,18,Biryani
9919,VADRES17DEL03,25,5.0,0.0,0.0,0.09,0.09,Drinks ,motorcycle ,60,14.15280068944862,High,Yes,Rain,Monsoon,17,24,Meals
56B5,SURRES15DEL01,30,4.8,21.160522,72.771477,21.200522,72.811477,Meal ,scooter ,27,6.081387490812904,Medium,No,Clear,Summer,17,22,Drinks
30FA,JAPRES14DEL01,22,4.8,26.88842,75.800689,26.99842,75.910689,Drinks ,motorcycle ,54,16.38598063528595,Low,No,Cloudy,Winter,14,26,Biryani
881F,JAPRES03DEL02,21,4.7,26.913483,75.803139,26.963483,75.853139,Meal ,motorcycle ,38,7.448318246839861,Medium,No,Rain,Monsoon,9,16,Drinks
3834,MYSRES06DEL02,24,4.9,12.323994,76.626167,12.343994,76.646167,Snack ,motorcycle ,14,3.1089836948122804,Low,No,Clear,Summer,15,26,Snacks
C70F,ALHRES13DEL02,28,5.0,25.451646,81.832796,25.531646,81.912796,Snack ,scooter ,50,11.983567977944464,Medium,No,Cloudy,Winter,8,14,Burger
6C64,BANGRES06DEL02,24,4.9,12.979096,77.640625,13.029096,77.690625,Buffet ,scooter ,38,7.762500242365809,Medium,No,Rain,Monsoon,18,30,Drinks
7.1E+07,HYDRES04DEL01,31,4.6,17.411028,78.329645,17.481028,78.399645,Buffet ,motorcycle ,41,10.757536302641885,Medium,No,Clear,Summer,13,23,Biryani
D67A,KNPRES01DEL01,29,5.0,26.483672,80.320708,26.553672,80.390708,Snack ,scooter ,41,10.444732029058876,Medium,No,Cloudy,Winter,11,20,Meals
8292,BANGRES17DEL01,31,5.0,12.972532,77.608179,12.982532,77.618179,Buffet ,motorcycle ,36,1.5525809531930488,High,Yes,Rain,Monsoon,12,20,Pizza
4120,BANGRES18DEL01,22,4.6,12.913041,77.683237,12.923041,77.693237,Meal ,motorcycle ,10,1.5527615060232507,Low,No,Clear,Summer,18,27,Snacks
8FE9,HYDRES09DEL01,37,4.3,17.431668,78.408321,17.501668,78.478321,Snack ,motorcycle ,55,10.756955716295018,High,Yes,Cloudy,Winter,9,21,Biryani
4461,MUMRES11DEL01,39,4.8,18.994237,72.825553,19.064237,72.895553,Snack ,motorcycle ,59,10.711185800959706,High,Yes,Rain,Monsoon,11,23,Pizza
9C67,PUNERES03DEL03,25,4.9,18.554382,73.798206,18.584382,73.828206,Buffet ,scooter ,22,4.596439723177868,Low,No,Clear,Summer,9,21,Burger
15C9,VADRES14DEL02,22,4.8,22.311603,73.165012,22.391603,73.245012,Snack ,motorcycle ,46,12.116895848185973,Medium,No,Cloudy,Winter,16,21,Drinks
45F2,MUMRES16DEL03,28,3.9,19.120083,72.907385,19.150083,72.937385,Drinks ,motorcycle ,40,4.589124571257417,High,Yes,Rain,Monsoon,16,22,Meals
864,JAPRES19DEL02,29,4.6,26.913726,75.75282,27.043726,75.88282,Meal ,motorcycle ,60,19.36256167929741,High,Yes,Clear,Summer,15,22,Meals
51C3,CHENRES11DEL02,32,4.8,13.064181,80.236442,13.194181,80.366442,Meal ,motorcycle ,60,20.177519993018983,High,Yes,Cloudy,Winter,14,22,Meals
116B,SURRES08DEL02,29,4.6,21.173343,72.792731,21.223343,72.842731,Buffet ,scooter ,37,7.601308045983427,Medium,No,Rain,Monsoon,8,14,Biryani
45AD,BANGRES01DEL01,30,4.1,12.933284,77.615428,12.943284,77.625428,Drinks ,motorcycle ,25,1.5527001583669442,High,Yes,Clear,Summer,15,21,Drinks
3F34,VADRES11DEL02,29,4.7,22.308096,73.167753,22.388096,73.247753,Meal ,motorcycle ,55,12.117036432265769,High,Yes,Cloudy,Winter,14,25,Drinks
4D30,HYDRES06DEL01,23,4.5,17.455894,78.375467,17.465894,78.385467,Drinks ,motorcycle ,26,1.5367312329657885,Medium,No,Rain,Monsoon,14,20,Burger
CF1A,AGRRES15DEL02,39,4.8,0.0,0.0,0.13,0.13,Meal ,motorcycle ,60,20.44292976252901,High,Yes,Clear,Summer,8,13,Meals
